Station ID,Station Name,First Year,Last Year,Year Range,Percent Complete,MSL Trends mm per yr,plus minus CI mm yr ,MSL Trend ft per century,95 CI ft century,Latitude,Longitude,City,State,ID,State,Location,Year Completed,Primary Funding Source,Justification,Length (ft),Volume (CY),Total Cost,Year Completed CPI,Adjusted Cost (2022),Total Cost/CY,Adjusted Cost/CY,CY/Foot,Current CPI,Other Info,Source Comment
8771450,"Galveston Pier 21, TX",1904-01-01,2023-01-01,120,100,6.65,0.21,2.18,0.07,29.31,-94.7933,Galveston Pier 21,TX,275,CA,"Oceanside City Beach, San Diego County",1961-01-01,Unknown,Navigation,0,3921000,0,30.0,0.0,0.0,0.0,3921000.0,292.7,,
8771510,"Galveston Pleasure Pier, TX",1957-01-01,2011-01-01,55,91,6.62,0.69,2.17,0.23,29.2853,-94.7894,Galveston Pleasure Pier,TX,278,CA,"San Buenaventura State Beach, Ventura County",1962-01-01,Federal,Shore Protection,11616,200000,1234000,30.0,12039726.67,6.17,60.2,17.22,292.7,,
8772471,"Freeport Harbor, TX",1954-01-01,2023-01-01,52,100,3.61,0.62,1.18,0.2,28.9357,-95.2942,Freeport Harbor,TX,281,CA,"Redondo Beach, Los Angeles County",1962-01-01,Unknown,Unknown,0,220000,0,30.0,0.0,0.0,0.0,220000.0,292.7,,
8774770,"Rockport, TX",1937-01-01,2023-01-01,87,79,5.99,0.45,1.97,0.15,28.0217,-97.0467,Rockport,TX,284,CA,"Dockweiler Beach, Playa Del Rey, Los Angeles County",1962-01-01,Unknown,Shore Protection,0,3200000,0,30.0,0.0,0.0,0.0,3200000.0,292.7,,
8775870,"Corpus Christi, TX",1983-01-01,2022-01-01,40,97,5.48,0.98,1.8,0.32,27.58,-97.2167,Corpus Christi,TX,287,CA,"Hueneme Beach Park, Port Hueneme, Ventura County",1963-01-01,Unknown,Shore Protection,0,1986000,951000,31.0,8979280.65,0.48,4.52,1986000.0,292.7,,
8778490,"Port Mansfield, TX",1963-01-01,2023-01-01,61,90,3.69,0.63,1.21,0.21,26.5576,-97.4257,Port Mansfield,TX,293,CA,"Oceanside City Beach, San Diego County",1963-01-01,Unknown,Unknown,0,3800000,1785000,31.0,16853854.84,0.47,4.44,3800000.0,292.7,,
8779748,"South Padre Island, TX",1958-01-01,2023-01-01,66,55,4.17,0.48,1.37,0.16,26.0731,-97.1675,South Padre Island,TX,296,CA,"Oceanside City Beach, San Diego County",1963-01-01,Unknown,Shore Protection,0,265333,0,31.0,0.0,0.0,0.0,265333.0,292.7,,
8779770,"Port Isabel, TX",1944-01-01,2023-01-01,80,97,4.32,0.32,1.42,0.1,26.0612,-97.2155,Port Isabel,TX,299,CA,"Carlsbad State Beach Park, San Diego County",1963-01-01,Unknown,Unknown,0,308000,0,31.0,0.0,0.0,0.0,308000.0,292.7,,
9410170,"San Diego, CA",1906-01-01,2023-01-01,118,99,2.23,0.17,0.73,0.06,32.7156,-117.1767,San Diego,CA,302,CA,"San Buenaventura State Beach, Ventura County",1963-01-01,Unknown,Unknown,0,533333,0,31.0,0.0,0.0,0.0,533333.0,292.7,,
9410230,"La Jolla, CA",1924-01-01,2023-01-01,100,98,2.05,0.22,0.67,0.07,32.8669,-117.2571,La Jolla,CA,305,CA,"Cabrillo Beach, Los Angeles County",1963-01-01,Unknown,Unknown,0,1202440,0,31.0,0.0,0.0,0.0,1202440.0,292.7,,
9410660,"Los Angeles, CA",1923-01-01,2023-01-01,101,100,1.07,0.21,0.35,0.07,33.7199,-118.2729,Los Angeles,CA,308,CA,"Dockweiler Beach, Playa Del Rey, Los Angeles County",1963-01-01,Unknown,Shore Protection,0,6900000,0,31.0,0.0,0.0,0.0,6900000.0,292.7,,
9410840,"Santa Monica, CA",1933-01-01,2023-01-01,91,91,1.55,0.29,0.51,0.09,34.0083,-118.5,Santa Monica,CA,311,CA,"Santa Monica State Beach, Santa Monica, Los Angeles County",1963-01-01,Unknown,Navigation,0,10063900,0,31.0,0.0,0.0,0.0,10063900.0,292.7,,
9411340,"Santa Barbara, CA",1973-01-01,2023-01-01,51,65,1.15,0.85,0.38,0.28,34.4046,-119.6925,Santa Barbara,CA,314,CA,"Newport Beach, Orange County",1964-01-01,Unknown,Unknown,1584,94000,247000,31.0,2332158.06,2.63,24.81,59.34,292.7,,
9412110,"Port San Luis, CA",1945-01-01,2023-01-01,79,96,1.01,0.34,0.33,0.11,35.1767,-120.76,Port San Luis,CA,317,CA,"Doheney State Beach Park, Orange County",1964-01-01,Unknown,Shore Protection,0,94000,247000,31.0,2332158.06,2.63,24.81,94000.0,292.7,,source: USACOE-LA 1978 (Doheny); CA Dept of Nav and Ocean Dev 1976; Shaw 1980
9413450,"Monterey, CA",1973-01-01,2023-01-01,51,100,1.77,0.68,0.58,0.22,36.6089,-121.8914,Monterey,CA,320,CA,"Surfside/Sunset Beach, Orange County",1964-01-01,Federal,Shore Protection,8976,4000000,2082000,31.0,19658109.68,0.52,4.91,445.63,292.7,,
9414290,"San Francisco, CA",1897-01-01,2023-01-01,127,100,1.99,0.17,0.65,0.06,37.8063,-122.4659,San Francisco,CA,323,CA,"San Onofre State Beach, San Diego County",1964-01-01,Unknown,Unknown,0,306000,0,31.0,0.0,0.0,0.0,306000.0,292.7,,
9414523,"Redwood City, CA",1974-01-01,2023-01-01,50,58,2.72,1.36,0.89,0.45,37.5068,-122.2119,Redwood City,CA,326,CA,"Morro Bay, San Luis Obispo",1964-01-01,Federal,Navigation,0,702000,0,31.0,0.0,0.0,0.0,702000.0,292.7,,
9414750,"Alameda, CA",1939-01-01,2023-01-01,85,100,0.92,0.36,0.3,0.12,37.772,-122.3003,Alameda,CA,329,CA,"Cabrillo Beach, Los Angeles County",1964-01-01,Unknown,Unknown,0,1226667,0,31.0,0.0,0.0,0.0,1226667.0,292.7,,
9415020,"Point Reyes, CA",1975-01-01,2023-01-01,49,100,2.18,0.73,0.72,0.24,37.9942,-122.9736,Point Reyes,CA,332,CA,"San Buenaventura State Beach, Ventura County",1965-01-01,Unknown,Shore Protection,2640,235000,0,32.0,0.0,0.0,0.0,89.02,292.7,,
9415144,"Port Chicago, CA",1976-01-01,2023-01-01,48,99,1.95,1.24,0.64,0.41,38.056,-122.0395,Port Chicago,CA,335,CA,"Twin Lakes State Beach, Santa Cruz Co.",1965-01-01,Federal,Navigation,0,70000,0,32.0,0.0,0.0,0.0,70000.0,292.7,,
9416841,"Arena Cove, CA",1978-01-01,2023-01-01,46,83,1.08,0.83,0.36,0.27,38.9146,-123.7111,Arena Cove,CA,338,CA,"Oceanside City Beach, San Diego County",1965-01-01,Unknown,Unknown,0,111095,0,32.0,0.0,0.0,0.0,111095.0,292.7,,
9418767,"North Spit, CA",1977-01-01,2023-01-01,47,99,5.01,0.76,1.64,0.25,40.7669,-124.2173,North Spit,CA,341,CA,"Newport Beach, Orange County",1965-01-01,Federal,Shore Protection,0,124000,0,32.0,0.0,0.0,0.0,124000.0,292.7,,
9419750,"Crescent City, CA",1933-01-01,2023-01-01,91,98,-0.78,0.26,-0.26,0.09,41.7456,-124.1844,Crescent City,CA,344,CA,"Carlsbad State Beach Park, San Diego County",1965-01-01,Unknown,Unknown,0,223000,0,32.0,0.0,0.0,0.0,223000.0,292.7,,
9431647,"Port Orford, OR",1977-01-01,2023-01-01,47,89,-0.06,0.92,-0.02,0.3,42.739,-124.4983,Port Orford,OR,347,CA,"Hueneme Beach Park, Port Hueneme, Ventura County",1965-01-01,Unknown,Unknown,0,3527000,0,32.0,0.0,0.0,0.0,3527000.0,292.7,,
9432780,"Charleston, OR",1970-01-01,2023-01-01,54,99,1.1,0.62,0.36,0.2,43.345,-124.322,Charleston,OR,350,CA,"Doheney State Beach Park, Orange County",1966-01-01,Unknown,Unknown,4752,840000,713000,33.0,6324093.94,0.85,7.53,176.77,292.7,,
9435380,"South Beach, OR",1967-01-01,2023-01-01,57,100,1.78,0.58,0.58,0.19,44.6254,-124.0449,South Beach,OR,353,CA,"Twin Lakes State Beach, Santa Cruz Co.",1966-01-01,Federal,Navigation,0,34000,0,33.0,0.0,0.0,0.0,34000.0,292.7,,
9437540,"Garibaldi, OR",1970-01-01,2023-01-01,54,54,2.52,0.61,0.83,0.2,45.5545,-123.9189,Garibaldi,OR,356,CA,"Newport Beach, Orange County",1966-01-01,Federal,Shore Protection,0,60000,0,33.0,0.0,0.0,0.0,60000.0,292.7,,
9439040,"Astoria, OR",1925-01-01,2023-01-01,99,99,-0.14,0.29,-0.05,0.1,46.2073,-123.7683,Astoria,OR,359,CA,"San Onofre State Beach, San Diego County",1966-01-01,Unknown,Unknown,0,254865,0,33.0,0.0,0.0,0.0,254865.0,292.7,,
9440910,"Toke Point, WA",1973-01-01,2023-01-01,51,97,0.43,0.71,0.14,0.23,46.7075,-123.9669,Toke Point,WA,362,CA,"Oceanside City Beach, San Diego County",1966-01-01,Unknown,Unknown,0,683561,0,33.0,0.0,0.0,0.0,683561.0,292.7,,
9443090,"Neah Bay, WA",1934-01-01,2023-01-01,90,98,-1.71,0.26,-0.56,0.09,48.3707,-124.6016,Neah Bay,WA,365,CA,"San Buenaventura State Beach, Ventura County",1966-01-01,Unknown,Shore Protection,0,882000,0,33.0,0.0,0.0,0.0,882000.0,292.7,,
9444090,"Port Angeles, WA",1975-01-01,2023-01-01,49,100,0.42,0.7,0.14,0.23,48.125,-123.44,Port Angeles,WA,368,CA,"San Buenaventura State Beach, Ventura County",1967-01-01,Unknown,Shore Protection,5280,449800,2157000,33.0,19131936.36,4.8,42.53,85.19,292.7,,
9444900,"Port Townsend, WA",1972-01-01,2023-01-01,52,100,1.82,0.59,0.6,0.19,48.1112,-122.7597,Port Townsend,WA,371,CA,"San Onofre State Beach, San Diego County",1967-01-01,Unknown,Unknown,0,10456,0,33.0,0.0,0.0,0.0,10456.0,292.7,,
9447130,"Seattle, WA",1899-01-01,2023-01-01,125,100,2.08,0.14,0.68,0.05,47.6026,-122.3393,Seattle,WA,374,CA,"Silver Strand State Beach, San Diego County",1967-01-01,Unknown,Unknown,0,41824,0,33.0,0.0,0.0,0.0,41824.0,292.7,,
9449424,"Cherry Point, WA",1973-01-01,2023-01-01,51,100,0.01,0.61,0.0,0.2,48.8627,-122.7586,Cherry Point,WA,377,CA,"Twin Lakes State Beach, Santa Cruz Co.",1967-01-01,Federal,Navigation,0,57000,0,33.0,0.0,0.0,0.0,57000.0,292.7,,
9449880,"Friday Harbor, WA",1934-01-01,2023-01-01,90,99,1.19,0.24,0.39,0.08,48.5453,-123.0125,Friday Harbor,WA,380,CA,"Seal Beach, Orange County",1967-01-01,Federal,Shore Protection,0,70000,0,33.0,0.0,0.0,0.0,70000.0,292.7,,
9450460,"Ketchikan, AK",1919-01-01,2023-01-01,105,99,-0.36,0.2,-0.12,0.07,55.3319,-131.6261,Ketchikan,AK,383,CA,"Carlsbad State Beach Park, San Diego County",1967-01-01,Unknown,Unknown,0,160000,0,33.0,0.0,0.0,0.0,160000.0,292.7,,
9451600,"Sitka, AK",1924-01-01,2023-01-01,100,88,-2.45,0.25,-0.8,0.08,57.0517,-135.342,Sitka,AK,386,CA,"Oceanside City Beach, San Diego County",1967-01-01,Unknown,Unknown,0,180000,0,33.0,0.0,0.0,0.0,180000.0,292.7,,
9452210,"Juneau, AK",1936-01-01,2023-01-01,88,97,-13.43,0.31,-4.41,0.1,58.2988,-134.4106,Juneau,AK,389,CA,"Newport Beach, Orange County",1967-01-01,Federal,Shore Protection,0,333285,0,33.0,0.0,0.0,0.0,333285.0,292.7,,
9452400,"Skagway, AK",1944-01-01,2023-01-01,80,84,-18.04,0.46,-5.92,0.15,59.4508,-135.328,Skagway,AK,392,CA,"Newport Beach, Orange County",1968-01-01,Federal,Shore Protection,0,495000,700000,35.0,5854000.0,1.41,11.83,495000.0,292.7,,
9453220,"Yakutat, AK",1988-01-01,2023-01-01,36,98,-15.43,1.04,-5.06,0.34,59.5483,-139.7331,Yakutat,AK,395,CA,"Hueneme Beach Park, Port Hueneme, Ventura County",1968-01-01,Unknown,Shore Protection,0,1704000,852000,35.0,7125154.29,0.5,4.18,1704000.0,292.7,,
9454050,"Cordova, AK",1988-01-01,2023-01-01,36,96,-0.58,0.96,-0.19,0.31,60.5575,-145.7554,Cordova,AK,398,CA,"Twin Lakes State Beach, Santa Cruz Co.",1968-01-01,Federal,Navigation,0,60500,0,35.0,0.0,0.0,0.0,60500.0,292.7,,
9454240,"Valdez, AK",1988-01-01,2023-01-01,36,98,-8.86,1.04,-2.91,0.34,61.125,-146.362,Valdez,AK,401,CA,"Seal Beach, Orange County",1968-01-01,Unknown,Unknown,0,70000,0,35.0,0.0,0.0,0.0,70000.0,292.7,,
9455090,"Seward, AK",1964-01-01,2023-01-01,60,88,-3.08,0.56,-1.01,0.19,60.1193,-149.4281,Seward,AK,404,CA,"Morro Bay, San Luis Obispo",1968-01-01,Federal,Navigation,0,406000,0,35.0,0.0,0.0,0.0,406000.0,292.7,,
9455500,"Seldovia, AK",1964-01-01,2023-01-01,60,97,-9.7,0.64,-3.18,0.21,59.4405,-151.7199,Seldovia,AK,407,CA,"Oceanside City Beach, San Diego County",1968-01-01,Unknown,Unknown,0,433924,0,35.0,0.0,0.0,0.0,433924.0,292.7,,
9455760,"Nikiski, AK",1973-01-01,2023-01-01,51,59,-10.45,0.85,-3.43,0.28,60.6833,-151.3981,Nikiski,AK,410,CA,"Redondo Beach, Los Angeles County",1969-01-01,Federal,Shore Protection,6336,1405961,1500000,37.0,11866216.22,1.07,8.44,221.9,292.7,,
9455920,"Anchorage, AK",1972-01-01,2023-01-01,52,88,-1.81,0.91,-0.59,0.3,61.2375,-149.8904,Anchorage,AK,413,CA,"Twin Lakes State Beach, Santa Cruz Co.",1969-01-01,Federal,Navigation,0,79000,0,37.0,0.0,0.0,0.0,79000.0,292.7,,
9457292,"Kodiak Island, AK",1964-01-01,2023-01-01,60,78,-9.65,0.7,-3.17,0.23,57.7303,-152.5139,Kodiak Island,AK,416,CA,"Carlsbad State Beach Park, San Diego County",1969-01-01,Unknown,Unknown,0,97000,0,37.0,0.0,0.0,0.0,97000.0,292.7,,
9459450,"Sand Point, AK",1972-01-01,2023-01-01,52,99,1.83,0.8,0.6,0.26,55.3317,-160.5043,Sand Point,AK,419,CA,"Oceanside City Beach, San Diego County",1969-01-01,Unknown,Shore Protection,0,353000,0,37.0,0.0,0.0,0.0,353000.0,292.7,,
9461380,"Adak Island, AK",1957-01-01,2023-01-01,67,93,-2.42,0.35,-0.79,0.11,51.8606,-176.6376,Adak Island,AK,422,CA,"Doheney State Beach Park, Orange County",1969-01-01,Unknown,Unknown,0,364653,0,37.0,0.0,0.0,0.0,364653.0,292.7,,
9462620,"Unalaska, AK",1957-01-01,2023-01-01,67,88,-4.28,0.47,-1.4,0.15,53.8792,-166.5403,Unalaska,AK,425,CA,"Dockweiler Beach, Playa Del Rey, Los Angeles County",1969-01-01,Unknown,Navigation,0,389000,0,37.0,0.0,0.0,0.0,389000.0,292.7,,
9463502,"Port Moller, AK",1984-01-01,2023-01-01,40,45,3.83,1.56,1.26,0.51,55.9858,-160.5736,Port Moller,AK,428,CA,"Newport Beach, Orange County",1969-01-01,Federal,Shore Protection,0,750000,0,37.0,0.0,0.0,0.0,750000.0,292.7,,
9468756,"Nome, AK",1992-01-01,2023-01-01,32,88,3.96,2.22,1.3,0.73,64.4946,-165.4396,Nome,AK,431,CA,"Redondo Beach, Los Angeles County",1970-01-01,Unknown,Shore Protection,0,0,2400000,39.0,18012307.69,2400000.0,18012307.69,1.0,292.7,,source: CA-DNOD 1976
9497645,"Prudhoe Bay, AK",1988-01-01,2023-01-01,36,97,3.72,1.31,1.22,0.43,70.4114,-148.5317,Prudhoe Bay,AK,434,CA,"Capitola, Santa Cruz Co.",1970-01-01,Local,Unknown,0,20000,146100,39.0,1096499.23,7.31,54.82,20000.0,292.7,,
9751401,"Lime Tree Bay, VI",1977-01-01,2023-01-01,47,89,2.69,0.56,0.88,0.18,17.6947,-64.7538,Lime Tree Bay,VI,437,CA,"Newport Beach, Orange County",1970-01-01,Federal,Shore Protection,8448,900000,600000,39.0,4503076.92,0.67,5.0,106.53,292.7,,
9751639,"Charlotte Amalie, VI",1975-01-01,2023-01-01,49,91,2.16,0.51,0.71,0.17,18.3306,-64.9258,Charlotte Amalie,VI,440,CA,"Twin Lakes State Beach, Santa Cruz Co.",1970-01-01,Federal,Navigation,0,94700,0,39.0,0.0,0.0,0.0,94700.0,292.7,,
9755371,"San Juan, PR",1962-01-01,2023-01-01,62,93,2.14,0.34,0.7,0.11,18.4589,-66.1164,San Juan,PR,443,CA,"Capistrano Beach Park, Orange County",1970-01-01,Unknown,Unknown,0,125472,0,39.0,0.0,0.0,0.0,125472.0,292.7,,
9759110,"Magueyes Island, PR",1955-01-01,2023-01-01,69,96,2.01,0.28,0.66,0.09,17.9701,-67.0464,Magueyes Island,PR,446,CA,"Doheney State Beach Park, Orange County",1970-01-01,Unknown,Unknown,0,128000,0,39.0,0.0,0.0,0.0,128000.0,292.7,,
